Vessel ID,Vessel Type,Length (m),ETA Scheduled,Delay (h),ETA Actual,ETD,Service Time (hrs),Assigned Berth,Cargo Volume (tons),Draught (m),Weather at Arrival
VSL_1357,Tanker,158,2025-06-19 15:00:00,0.0,2025-06-19 15:00:00,2025-06-21 13:00:00,46.0,Berth_3,21416,15.77,Rain
VSL_1358,Tanker,228,2025-06-29 09:00:00,0.0,2025-06-29 09:00:00,2025-07-01 04:00:00,43.0,Berth_4,30107,15.83,Rain
VSL_1359,Tanker,300,2025-06-08 13:00:00,0.0,2025-06-08 13:00:00,2025-06-08 19:00:00,6.0,Berth_5,35663,16.13,Clear
VSL_1360,Tanker,161,2025-06-26 16:00:00,0.0,2025-06-26 16:00:00,2025-06-27 18:00:00,26.0,Berth_5,24476,15.6,Clear
VSL_1361,RoRo,305,2025-06-07 00:00:00,0.0,2025-06-07 00:00:00,2025-06-08 03:00:00,27.0,Berth_2,4841,8.46,Windy
VSL_1362,Container,342,2025-06-29 14:00:00,0.0,2025-06-29 14:00:00,2025-07-01 12:00:00,46.0,Berth_3,19635,9.03,Windy
VSL_1363,Tanker,241,2025-06-30 13:00:00,0.0,2025-06-30 13:00:00,2025-06-30 23:00:00,10.0,Berth_1,10083,14.12,Storm
VSL_1364,RoRo,252,2025-06-08 02:00:00,0.0,2025-06-08 02:00:00,2025-06-09 10:00:00,32.0,Berth_4,4877,7.37,Clear
VSL_1365,RoRo,282,2025-06-25 15:00:00,0.0,2025-06-25 15:00:00,2025-06-27 14:00:00,47.0,Berth_2,3332,7.13,Clear
VSL_1366,Bulk,334,2025-06-01 20:00:00,2.0,2025-06-01 22:00:00,2025-06-03 00:00:00,26.0,Berth_1,37400,12.43,Storm
VSL_1367,Tanker,340,2025-06-04 04:00:00,0.0,2025-06-04 04:00:00,2025-06-05 21:00:00,41.0,Berth_1,32147,15.49,Storm
VSL_1368,Container,354,2025-06-19 09:00:00,7.0,2025-06-19 16:00:00,2025-06-21 15:00:00,47.0,Berth_2,6754,9.25,Windy
VSL_1369,Tanker,265,2025-06-18 11:00:00,0.0,2025-06-18 11:00:00,2025-06-20 04:00:00,41.0,Berth_5,27384,15.65,Rain
VSL_1370,Tanker,358,2025-06-05 02:00:00,0.0,2025-06-05 02:00:00,2025-06-05 11:00:00,9.0,Berth_5,42174,14.38,Rain
VSL_1371,Container,195,2025-06-19 05:00:00,11.0,2025-06-19 16:00:00,2025-06-20 03:00:00,11.0,Berth_5,20739,9.5,Clear
VSL_1372,Tanker,128,2025-06-08 06:00:00,2.0,2025-06-08 08:00:00,2025-06-10 06:00:00,46.0,Berth_4,17569,14.77,Storm
VSL_1373,RoRo,193,2025-06-21 20:00:00,11.0,2025-06-22 07:00:00,2025-06-24 07:00:00,48.0,Berth_5,5174,6.46,Storm
VSL_1374,Bulk,372,2025-06-08 23:00:00,8.0,2025-06-09 07:00:00,2025-06-10 17:00:00,34.0,Berth_4,32262,12.57,Rain
VSL_1375,Passenger,349,2025-06-03 15:00:00,0.0,2025-06-03 15:00:00,2025-06-04 06:00:00,15.0,Berth_1,0,7.21,Rain
VSL_1376,Passenger,126,2025-06-18 15:00:00,1.0,2025-06-18 16:00:00,2025-06-20 11:00:00,43.0,Berth_4,0,9.05,Storm
VSL_1377,Passenger,293,2025-06-30 07:00:00,0.0,2025-06-30 07:00:00,2025-07-01 19:00:00,36.0,Berth_2,0,8.19,Clear
VSL_1378,RoRo,260,2025-06-02 11:00:00,0.0,2025-06-02 11:00:00,2025-06-04 01:00:00,38.0,Berth_5,8557,7.43,Windy
VSL_1379,Container,287,2025-06-20 03:00:00,0.0,2025-06-20 03:00:00,2025-06-20 20:00:00,17.0,Berth_2,11943,11.02,Windy
VSL_1380,Container,289,2025-06-19 01:00:00,0.0,2025-06-19 01:00:00,2025-06-19 12:00:00,11.0,Berth_4,11616,11.49,Windy
VSL_1381,Passenger,241,2025-06-12 00:00:00,0.0,2025-06-12 00:00:00,2025-06-13 02:00:00,26.0,Berth_1,0,7.22,Storm
VSL_1382,Passenger,313,2025-06-14 21:00:00,0.0,2025-06-14 21:00:00,2025-06-15 20:00:00,23.0,Berth_1,0,8.97,Storm
VSL_1383,Container,124,2025-06-18 16:00:00,10.0,2025-06-19 02:00:00,2025-06-19 17:00:00,15.0,Berth_5,8283,11.31,Clear
VSL_1384,Bulk,148,2025-06-23 20:00:00,0.0,2025-06-23 20:00:00,2025-06-25 00:00:00,28.0,Berth_3,40103,13.64,Storm
VSL_1385,Container,284,2025-06-08 08:00:00,0.0,2025-06-08 08:00:00,2025-06-09 07:00:00,23.0,Berth_5,24944,10.7,Storm
VSL_1386,Container,255,2025-06-17 21:00:00,0.0,2025-06-17 21:00:00,2025-06-19 00:00:00,27.0,Berth_1,20571,11.3,Rain
VSL_1387,Container,264,2025-06-15 09:00:00,0.0,2025-06-15 09:00:00,2025-06-16 10:00:00,25.0,Berth_4,8218,11.43,Windy
VSL_1388,Tanker,336,2025-06-13 19:00:00,0.0,2025-06-13 19:00:00,2025-06-15 05:00:00,34.0,Berth_3,27656,15.82,Clear
VSL_1389,Tanker,251,2025-06-19 20:00:00,0.0,2025-06-19 20:00:00,2025-06-20 15:00:00,19.0,Berth_4,41749,15.9,Rain
VSL_1390,Container,189,2025-06-22 23:00:00,12.0,2025-06-23 11:00:00,2025-06-24 03:00:00,16.0,Berth_5,18218,9.34,Clear
VSL_1391,Tanker,371,2025-06-09 05:00:00,0.0,2025-06-09 05:00:00,2025-06-09 23:00:00,18.0,Berth_2,12167,15.14,Rain
VSL_1392,Tanker,394,2025-06-12 16:00:00,0.0,2025-06-12 16:00:00,2025-06-13 21:00:00,29.0,Berth_5,36014,15.59,Clear
VSL_1393,Container,301,2025-06-11 07:00:00,0.0,2025-06-11 07:00:00,2025-06-12 12:00:00,29.0,Berth_4,10819,11.4,Storm
VSL_1394,Passenger,286,2025-06-24 12:00:00,0.0,2025-06-24 12:00:00,2025-06-25 16:00:00,28.0,Berth_3,0,8.87,Clear
VSL_1395,Bulk,210,2025-06-02 04:00:00,10.0,2025-06-02 14:00:00,2025-06-03 20:00:00,30.0,Berth_2,29506,13.62,Windy
VSL_1396,Bulk,321,2025-06-28 19:00:00,0.0,2025-06-28 19:00:00,2025-06-30 03:00:00,32.0,Berth_1,46070,14.28,Windy
VSL_1397,Passenger,138,2025-06-01 08:00:00,5.0,2025-06-01 13:00:00,2025-06-02 09:00:00,20.0,Berth_3,0,8.06,Storm
VSL_1398,Bulk,158,2025-06-20 14:00:00,5.0,2025-06-20 19:00:00,2025-06-21 17:00:00,22.0,Berth_5,55868,12.99,Clear
VSL_1399,Container,245,2025-06-22 19:00:00,0.0,2025-06-22 19:00:00,2025-06-24 19:00:00,48.0,Berth_3,23397,10.62,Rain
VSL_1400,Bulk,292,2025-06-30 04:00:00,0.0,2025-06-30 04:00:00,2025-06-30 16:00:00,12.0,Berth_3,33119,13.6,Rain
VSL_1401,Bulk,260,2025-06-28 23:00:00,3.0,2025-06-29 02:00:00,2025-07-01 01:00:00,47.0,Berth_5,30748,14.25,Storm
VSL_1402,Bulk,361,2025-06-30 01:00:00,0.0,2025-06-30 01:00:00,2025-06-30 15:00:00,14.0,Berth_4,34372,12.65,Storm
VSL_1403,RoRo,339,2025-06-17 13:00:00,0.0,2025-06-17 13:00:00,2025-06-17 21:00:00,8.0,Berth_5,8684,6.47,Windy
VSL_1404,Passenger,245,2025-06-28 05:00:00,0.0,2025-06-28 05:00:00,2025-06-29 17:00:00,36.0,Berth_3,0,8.27,Windy
VSL_1405,Passenger,177,2025-06-08 17:00:00,3.0,2025-06-08 20:00:00,2025-06-09 20:00:00,24.0,Berth_3,0,8.81,Windy
VSL_1406,Bulk,267,2025-06-28 22:00:00,4.0,2025-06-29 02:00:00,2025-06-29 13:00:00,11.0,Berth_3,42556,13.97,Rain
VSL_1407,Bulk,120,2025-06-12 02:00:00,2.0,2025-06-12 04:00:00,2025-06-13 23:00:00,43.0,Berth_4,18517,14.17,Clear
VSL_1408,RoRo,309,2025-06-09 07:00:00,11.0,2025-06-09 18:00:00,2025-06-11 08:00:00,38.0,Berth_4,6340,6.75,Clear
VSL_1409,Tanker,310,2025-06-06 20:00:00,0.0,2025-06-06 20:00:00,2025-06-07 14:00:00,18.0,Berth_5,39987,14.36,Windy
VSL_1410,Container,236,2025-06-21 19:00:00,0.0,2025-06-21 19:00:00,2025-06-22 22:00:00,27.0,Berth_2,15269,10.59,Clear
VSL_1411,RoRo,253,2025-06-12 16:00:00,0.0,2025-06-12 16:00:00,2025-06-13 11:00:00,19.0,Berth_2,6720,7.91,Storm
VSL_1412,Container,177,2025-06-06 12:00:00,0.0,2025-06-06 12:00:00,2025-06-08 09:00:00,45.0,Berth_4,18218,10.07,Storm
VSL_1413,RoRo,163,2025-06-01 04:00:00,0.0,2025-06-01 04:00:00,2025-06-01 12:00:00,8.0,Berth_3,9782,6.04,Rain
VSL_1414,Passenger,292,2025-06-09 03:00:00,0.0,2025-06-09 03:00:00,2025-06-09 10:00:00,7.0,Berth_2,0,7.57,Rain
VSL_1415,Bulk,279,2025-06-06 12:00:00,0.0,2025-06-06 12:00:00,2025-06-07 00:00:00,12.0,Berth_5,35061,12.42,Clear
VSL_1416,Bulk,292,2025-06-13 09:00:00,0.0,2025-06-13 09:00:00,2025-06-14 20:00:00,35.0,Berth_5,49348,12.84,Windy
VSL_1417,Bulk,268,2025-06-21 21:00:00,0.0,2025-06-21 21:00:00,2025-06-23 01:00:00,28.0,Berth_2,41436,12.05,Windy
VSL_1418,Tanker,199,2025-06-10 00:00:00,0.0,2025-06-10 00:00:00,2025-06-10 07:00:00,7.0,Berth_2,18071,14.92,Clear
VSL_1419,RoRo,332,2025-06-28 07:00:00,0.0,2025-06-28 07:00:00,2025-06-29 05:00:00,22.0,Berth_5,2398,7.48,Clear
VSL_1420,Container,322,2025-06-28 21:00:00,2.0,2025-06-28 23:00:00,2025-06-29 06:00:00,7.0,Berth_4,19559,9.95,Rain
VSL_1421,RoRo,371,2025-06-30 22:00:00,11.0,2025-07-01 09:00:00,2025-07-02 00:00:00,15.0,Berth_1,4466,7.05,Clear
VSL_1422,Passenger,348,2025-06-12 12:00:00,0.0,2025-06-12 12:00:00,2025-06-14 09:00:00,45.0,Berth_2,0,8.05,Clear
VSL_1423,Passenger,283,2025-06-27 08:00:00,2.0,2025-06-27 10:00:00,2025-06-27 23:00:00,13.0,Berth_4,0,7.5,Windy
VSL_1424,Bulk,346,2025-06-23 07:00:00,0.0,2025-06-23 07:00:00,2025-06-24 01:00:00,18.0,Berth_4,34356,12.4,Storm
VSL_1425,Tanker,266,2025-06-30 08:00:00,0.0,2025-06-30 08:00:00,2025-07-01 20:00:00,36.0,Berth_1,10835,15.68,Clear
VSL_1426,Passenger,139,2025-06-29 13:00:00,2.0,2025-06-29 15:00:00,2025-07-01 04:00:00,37.0,Berth_5,0,7.19,Clear
VSL_1427,Bulk,166,2025-06-28 11:00:00,0.0,2025-06-28 11:00:00,2025-06-29 07:00:00,20.0,Berth_3,32309,13.16,Clear
VSL_1428,Tanker,352,2025-06-02 16:00:00,0.0,2025-06-02 16:00:00,2025-06-03 16:00:00,24.0,Berth_3,37918,15.85,Clear
VSL_1429,Container,133,2025-06-01 09:00:00,0.0,2025-06-01 09:00:00,2025-06-01 23:00:00,14.0,Berth_2,15769,9.89,Storm
VSL_1430,Passenger,262,2025-06-12 10:00:00,0.0,2025-06-12 10:00:00,2025-06-12 21:00:00,11.0,Berth_3,0,7.46,Storm
VSL_1431,RoRo,120,2025-06-20 11:00:00,0.0,2025-06-20 11:00:00,2025-06-21 10:00:00,23.0,Berth_4,8552,7.05,Windy
VSL_1432,Container,173,2025-06-06 15:00:00,0.0,2025-06-06 15:00:00,2025-06-07 00:00:00,9.0,Berth_2,8398,10.04,Storm
VSL_1433,Passenger,378,2025-06-29 22:00:00,7.0,2025-06-30 05:00:00,2025-07-01 15:00:00,34.0,Berth_3,0,8.53,Windy
VSL_1434,RoRo,263,2025-06-21 19:00:00,0.0,2025-06-21 19:00:00,2025-06-22 08:00:00,13.0,Berth_4,2376,6.16,Rain
VSL_1435,Container,131,2025-06-29 22:00:00,0.0,2025-06-29 22:00:00,2025-07-01 13:00:00,39.0,Berth_5,23514,9.56,Rain
VSL_1436,Passenger,343,2025-06-23 07:00:00,11.0,2025-06-23 18:00:00,2025-06-25 15:00:00,45.0,Berth_2,0,8.2,Storm
VSL_1437,Tanker,391,2025-06-24 19:00:00,11.0,2025-06-25 06:00:00,2025-06-27 03:00:00,45.0,Berth_2,43132,16.12,Storm
VSL_1438,Tanker,275,2025-06-04 04:00:00,0.0,2025-06-04 04:00:00,2025-06-05 17:00:00,37.0,Berth_3,28229,14.13,Windy
VSL_1439,Passenger,127,2025-06-28 10:00:00,0.0,2025-06-28 10:00:00,2025-06-29 16:00:00,30.0,Berth_2,0,7.2,Storm
VSL_1440,Passenger,241,2025-06-20 02:00:00,0.0,2025-06-20 02:00:00,2025-06-20 13:00:00,11.0,Berth_4,0,7.79,Storm
VSL_1441,Container,283,2025-06-05 09:00:00,0.0,2025-06-05 09:00:00,2025-06-06 16:00:00,31.0,Berth_5,22992,9.0,Clear
VSL_1442,Passenger,209,2025-06-27 09:00:00,0.0,2025-06-27 09:00:00,2025-06-29 07:00:00,46.0,Berth_5,0,8.41,Storm
VSL_1443,Bulk,255,2025-06-16 12:00:00,0.0,2025-06-16 12:00:00,2025-06-16 21:00:00,9.0,Berth_4,36756,13.4,Storm
VSL_1444,Bulk,305,2025-06-20 07:00:00,11.0,2025-06-20 18:00:00,2025-06-21 07:00:00,13.0,Berth_2,15143,12.85,Rain
VSL_1445,Passenger,297,2025-06-23 06:00:00,0.0,2025-06-23 06:00:00,2025-06-24 11:00:00,29.0,Berth_1,0,9.24,Storm
VSL_1446,Tanker,147,2025-06-18 11:00:00,4.0,2025-06-18 15:00:00,2025-06-19 03:00:00,12.0,Berth_2,17913,16.33,Storm
VSL_1447,Tanker,339,2025-06-20 12:00:00,0.0,2025-06-20 12:00:00,2025-06-21 06:00:00,18.0,Berth_1,37162,14.12,Clear
VSL_1448,RoRo,160,2025-06-20 12:00:00,0.0,2025-06-20 12:00:00,2025-06-22 12:00:00,48.0,Berth_5,3102,8.41,Clear
VSL_1449,Passenger,347,2025-06-03 01:00:00,0.0,2025-06-03 01:00:00,2025-06-04 18:00:00,41.0,Berth_5,0,8.21,Windy
VSL_1450,Passenger,311,2025-06-08 09:00:00,11.0,2025-06-08 20:00:00,2025-06-09 10:00:00,14.0,Berth_5,0,8.52,Rain
VSL_1451,Passenger,264,2025-06-17 09:00:00,0.0,2025-06-17 09:00:00,2025-06-18 17:00:00,32.0,Berth_2,0,7.68,Rain
VSL_1452,Bulk,320,2025-06-20 07:00:00,10.0,2025-06-20 17:00:00,2025-06-21 07:00:00,14.0,Berth_5,34589,14.11,Rain
VSL_1453,Passenger,331,2025-06-27 23:00:00,10.0,2025-06-28 09:00:00,2025-06-29 04:00:00,19.0,Berth_3,0,8.72,Windy
VSL_1454,Tanker,339,2025-06-22 11:00:00,0.0,2025-06-22 11:00:00,2025-06-24 03:00:00,40.0,Berth_3,17563,15.9,Storm
VSL_1455,Passenger,359,2025-06-25 08:00:00,0.0,2025-06-25 08:00:00,2025-06-27 08:00:00,48.0,Berth_5,0,7.71,Storm
VSL_1456,Container,165,2025-06-23 07:00:00,3.0,2025-06-23 10:00:00,2025-06-23 22:00:00,12.0,Berth_1,6854,9.5,Windy
VSL_1457,Bulk,154,2025-06-30 03:00:00,1.0,2025-06-30 04:00:00,2025-07-01 02:00:00,22.0,Berth_3,28369,13.88,Clear
VSL_1458,Bulk,372,2025-06-20 07:00:00,0.0,2025-06-20 07:00:00,2025-06-20 19:00:00,12.0,Berth_5,29700,13.86,Storm
VSL_1459,Tanker,201,2025-06-22 19:00:00,0.0,2025-06-22 19:00:00,2025-06-23 19:00:00,24.0,Berth_1,35007,14.97,Rain
VSL_1460,Passenger,375,2025-06-03 07:00:00,0.0,2025-06-03 07:00:00,2025-06-03 13:00:00,6.0,Berth_2,0,8.55,Storm
VSL_1461,Tanker,316,2025-06-28 00:00:00,0.0,2025-06-28 00:00:00,2025-06-29 23:00:00,47.0,Berth_5,45822,15.85,Windy
VSL_1462,Tanker,129,2025-06-13 13:00:00,11.0,2025-06-14 00:00:00,2025-06-15 10:00:00,34.0,Berth_1,22253,16.41,Clear
VSL_1463,RoRo,361,2025-06-02 17:00:00,5.0,2025-06-02 22:00:00,2025-06-04 07:00:00,33.0,Berth_2,3318,7.46,Rain
VSL_1464,Container,370,2025-06-15 02:00:00,0.0,2025-06-15 02:00:00,2025-06-16 13:00:00,35.0,Berth_2,6308,9.38,Rain
VSL_1465,Passenger,124,2025-06-03 04:00:00,0.0,2025-06-03 04:00:00,2025-06-05 02:00:00,46.0,Berth_3,0,8.23,Rain
VSL_1466,Container,238,2025-06-14 13:00:00,3.0,2025-06-14 16:00:00,2025-06-16 07:00:00,39.0,Berth_5,7234,10.97,Windy
VSL_1467,RoRo,184,2025-06-24 04:00:00,0.0,2025-06-24 04:00:00,2025-06-25 20:00:00,40.0,Berth_3,3812,8.21,Rain
VSL_1468,Bulk,265,2025-06-16 09:00:00,10.0,2025-06-16 19:00:00,2025-06-17 19:00:00,24.0,Berth_5,46120,14.49,Clear
VSL_1469,Container,343,2025-06-29 12:00:00,0.0,2025-06-29 12:00:00,2025-06-30 16:00:00,28.0,Berth_5,12989,11.4,Rain
VSL_1470,RoRo,358,2025-06-05 20:00:00,12.0,2025-06-06 08:00:00,2025-06-07 14:00:00,30.0,Berth_3,2202,8.28,Rain
VSL_1471,Passenger,296,2025-06-22 16:00:00,0.0,2025-06-22 16:00:00,2025-06-24 02:00:00,34.0,Berth_3,0,9.25,Windy
VSL_1472,Bulk,386,2025-06-22 22:00:00,0.0,2025-06-22 22:00:00,2025-06-23 09:00:00,11.0,Berth_2,50256,13.33,Clear
VSL_1473,Tanker,182,2025-06-29 14:00:00,0.0,2025-06-29 14:00:00,2025-07-01 12:00:00,46.0,Berth_4,16810,14.51,Storm
VSL_1474,Container,336,2025-06-30 06:00:00,12.0,2025-06-30 18:00:00,2025-07-01 09:00:00,15.0,Berth_3,6241,9.22,Clear
VSL_1475,Tanker,296,2025-06-11 17:00:00,4.0,2025-06-11 21:00:00,2025-06-13 14:00:00,41.0,Berth_3,36714,14.97,Storm
VSL_1476,RoRo,217,2025-06-14 11:00:00,0.0,2025-06-14 11:00:00,2025-06-14 18:00:00,7.0,Berth_1,6381,6.01,Clear
VSL_1477,Passenger,224,2025-06-02 22:00:00,0.0,2025-06-02 22:00:00,2025-06-03 08:00:00,10.0,Berth_5,0,7.27,Rain
VSL_1478,Passenger,218,2025-06-04 16:00:00,0.0,2025-06-04 16:00:00,2025-06-05 16:00:00,24.0,Berth_4,0,7.95,Clear
VSL_1479,RoRo,125,2025-06-07 16:00:00,12.0,2025-06-08 04:00:00,2025-06-09 20:00:00,40.0,Berth_4,8527,7.99,Rain
VSL_1480,Tanker,316,2025-06-13 17:00:00,0.0,2025-06-13 17:00:00,2025-06-15 16:00:00,47.0,Berth_1,46275,16.19,Windy
VSL_1481,Container,252,2025-06-02 18:00:00,0.0,2025-06-02 18:00:00,2025-06-03 00:00:00,6.0,Berth_4,22601,10.37,Clear
VSL_1482,Bulk,378,2025-06-09 23:00:00,11.0,2025-06-10 10:00:00,2025-06-11 14:00:00,28.0,Berth_5,24335,12.4,Windy
VSL_1483,Passenger,142,2025-06-11 18:00:00,11.0,2025-06-12 05:00:00,2025-06-12 23:00:00,18.0,Berth_5,0,9.13,Storm
VSL_1484,Passenger,172,2025-06-04 02:00:00,0.0,2025-06-04 02:00:00,2025-06-05 02:00:00,24.0,Berth_3,0,7.25,Storm
VSL_1485,Bulk,284,2025-06-16 05:00:00,0.0,2025-06-16 05:00:00,2025-06-16 19:00:00,14.0,Berth_2,21556,12.71,Clear
VSL_1486,Tanker,321,2025-06-14 13:00:00,0.0,2025-06-14 13:00:00,2025-06-16 02:00:00,37.0,Berth_5,30032,15.73,Windy
VSL_1487,Passenger,202,2025-06-25 04:00:00,0.0,2025-06-25 04:00:00,2025-06-26 09:00:00,29.0,Berth_4,0,7.42,Rain
VSL_1488,Tanker,264,2025-06-10 10:00:00,0.0,2025-06-10 10:00:00,2025-06-12 09:00:00,47.0,Berth_3,18801,15.7,Rain
VSL_1489,RoRo,204,2025-06-20 17:00:00,0.0,2025-06-20 17:00:00,2025-06-22 03:00:00,34.0,Berth_3,5989,7.38,Windy
VSL_1490,Passenger,197,2025-06-04 11:00:00,0.0,2025-06-04 11:00:00,2025-06-05 10:00:00,23.0,Berth_2,0,9.23,Windy
VSL_1491,Bulk,120,2025-06-27 17:00:00,0.0,2025-06-27 17:00:00,2025-06-28 03:00:00,10.0,Berth_1,48238,13.58,Storm
VSL_1492,Passenger,170,2025-06-10 01:00:00,0.0,2025-06-10 01:00:00,2025-06-10 09:00:00,8.0,Berth_5,0,9.23,Storm
VSL_1493,Tanker,292,2025-06-16 14:00:00,10.0,2025-06-17 00:00:00,2025-06-18 07:00:00,31.0,Berth_3,18774,15.16,Clear
VSL_1494,RoRo,324,2025-06-16 12:00:00,4.0,2025-06-16 16:00:00,2025-06-18 06:00:00,38.0,Berth_5,7604,6.41,Windy
VSL_1495,RoRo,379,2025-06-07 19:00:00,0.0,2025-06-07 19:00:00,2025-06-08 12:00:00,17.0,Berth_5,7401,8.18,Windy
VSL_1496,RoRo,153,2025-06-16 07:00:00,8.0,2025-06-16 15:00:00,2025-06-16 23:00:00,8.0,Berth_2,2514,6.66,Windy
VSL_1497,Container,214,2025-06-29 12:00:00,0.0,2025-06-29 12:00:00,2025-06-30 07:00:00,19.0,Berth_3,17717,10.17,Storm
VSL_1498,Container,191,2025-06-02 16:00:00,0.0,2025-06-02 16:00:00,2025-06-04 15:00:00,47.0,Berth_5,13961,11.09,Rain
VSL_1499,Passenger,158,2025-06-24 05:00:00,11.0,2025-06-24 16:00:00,2025-06-26 10:00:00,42.0,Berth_4,0,7.91,Clear
VSL_1500,Passenger,273,2025-06-11 17:00:00,0.0,2025-06-11 17:00:00,2025-06-12 23:00:00,30.0,Berth_2,0,8.29,Rain
VSL_1501,Bulk,369,2025-06-21 18:00:00,0.0,2025-06-21 18:00:00,2025-06-23 06:00:00,36.0,Berth_1,47888,14.21,Storm
VSL_1502,Tanker,281,2025-06-10 19:00:00,0.0,2025-06-10 19:00:00,2025-06-11 05:00:00,10.0,Berth_3,23861,14.38,Windy
VSL_1503,Bulk,237,2025-06-26 16:00:00,0.0,2025-06-26 16:00:00,2025-06-27 05:00:00,13.0,Berth_4,36641,13.8,Storm
VSL_1504,RoRo,378,2025-06-21 10:00:00,0.0,2025-06-21 10:00:00,2025-06-22 05:00:00,19.0,Berth_4,2183,6.61,Windy
VSL_1505,Passenger,387,2025-06-26 06:00:00,9.0,2025-06-26 15:00:00,2025-06-27 07:00:00,16.0,Berth_1,0,9.23,Windy
VSL_1506,Container,173,2025-06-08 02:00:00,0.0,2025-06-08 02:00:00,2025-06-09 00:00:00,22.0,Berth_5,18285,10.5,Clear
VSL_1507,Bulk,355,2025-06-04 15:00:00,0.0,2025-06-04 15:00:00,2025-06-05 10:00:00,19.0,Berth_4,46566,12.43,Storm
VSL_1508,Passenger,341,2025-06-07 02:00:00,0.0,2025-06-07 02:00:00,2025-06-08 21:00:00,43.0,Berth_2,0,8.56,Rain
VSL_1509,Tanker,370,2025-06-30 06:00:00,0.0,2025-06-30 06:00:00,2025-07-01 09:00:00,27.0,Berth_5,48705,14.17,Storm
VSL_1510,RoRo,231,2025-06-06 15:00:00,9.0,2025-06-07 00:00:00,2025-06-07 12:00:00,12.0,Berth_5,7606,7.05,Windy
VSL_1511,Passenger,374,2025-06-05 02:00:00,0.0,2025-06-05 02:00:00,2025-06-05 19:00:00,17.0,Berth_5,0,8.5,Clear
VSL_1512,Container,326,2025-06-21 13:00:00,10.0,2025-06-21 23:00:00,2025-06-23 23:00:00,48.0,Berth_5,5039,11.24,Storm
VSL_1513,Passenger,348,2025-06-18 22:00:00,0.0,2025-06-18 22:00:00,2025-06-20 03:00:00,29.0,Berth_5,0,8.07,Storm
VSL_1514,RoRo,185,2025-06-15 22:00:00,0.0,2025-06-15 22:00:00,2025-06-17 17:00:00,43.0,Berth_5,2800,7.06,Rain
VSL_1515,RoRo,194,2025-06-10 22:00:00,9.0,2025-06-11 07:00:00,2025-06-11 18:00:00,11.0,Berth_4,4111,6.47,Clear
VSL_1516,Passenger,222,2025-06-23 07:00:00,0.0,2025-06-23 07:00:00,2025-06-23 20:00:00,13.0,Berth_4,0,8.64,Rain
VSL_1517,RoRo,311,2025-06-16 10:00:00,11.0,2025-06-16 21:00:00,2025-06-17 09:00:00,12.0,Berth_5,4077,6.65,Storm
VSL_1518,Passenger,371,2025-06-16 14:00:00,11.0,2025-06-17 01:00:00,2025-06-18 22:00:00,45.0,Berth_4,0,8.89,Storm
VSL_1519,Passenger,345,2025-06-24 18:00:00,9.0,2025-06-25 03:00:00,2025-06-26 15:00:00,36.0,Berth_5,0,8.21,Rain
VSL_1520,Passenger,217,2025-06-15 16:00:00,0.0,2025-06-15 16:00:00,2025-06-16 23:00:00,31.0,Berth_1,0,8.87,Storm
VSL_1521,Tanker,368,2025-06-05 06:00:00,0.0,2025-06-05 06:00:00,2025-06-06 01:00:00,19.0,Berth_3,46082,15.54,Clear
VSL_1522,Tanker,285,2025-06-17 14:00:00,2.0,2025-06-17 16:00:00,2025-06-19 14:00:00,46.0,Berth_2,40911,16.31,Storm
VSL_1523,Container,149,2025-06-03 17:00:00,2.0,2025-06-03 19:00:00,2025-06-04 17:00:00,22.0,Berth_5,6237,10.81,Storm
VSL_1524,Passenger,366,2025-06-28 23:00:00,10.0,2025-06-29 09:00:00,2025-07-01 00:00:00,39.0,Berth_1,0,9.36,Windy
VSL_1525,RoRo,225,2025-06-19 17:00:00,11.0,2025-06-20 04:00:00,2025-06-20 10:00:00,6.0,Berth_5,4342,6.49,Windy
VSL_1526,Passenger,170,2025-06-08 05:00:00,0.0,2025-06-08 05:00:00,2025-06-08 13:00:00,8.0,Berth_1,0,9.44,Clear
VSL_1527,Bulk,200,2025-06-18 01:00:00,0.0,2025-06-18 01:00:00,2025-06-19 05:00:00,28.0,Berth_4,53409,12.5,Clear
VSL_1528,Container,252,2025-06-04 20:00:00,9.0,2025-06-05 05:00:00,2025-06-06 22:00:00,41.0,Berth_5,16406,9.87,Rain
VSL_1529,Tanker,257,2025-06-26 20:00:00,0.0,2025-06-26 20:00:00,2025-06-27 14:00:00,18.0,Berth_4,47677,14.01,Windy
VSL_1530,RoRo,303,2025-06-22 14:00:00,0.0,2025-06-22 14:00:00,2025-06-23 02:00:00,12.0,Berth_5,4410,6.85,Clear
VSL_1531,Passenger,392,2025-06-11 23:00:00,0.0,2025-06-11 23:00:00,2025-06-13 15:00:00,40.0,Berth_5,0,7.63,Storm
VSL_1532,RoRo,188,2025-06-25 00:00:00,0.0,2025-06-25 00:00:00,2025-06-26 12:00:00,36.0,Berth_3,9874,7.94,Storm
VSL_1533,Passenger,153,2025-06-02 04:00:00,2.0,2025-06-02 06:00:00,2025-06-03 18:00:00,36.0,Berth_4,0,8.58,Windy
VSL_1534,Tanker,381,2025-06-14 11:00:00,0.0,2025-06-14 11:00:00,2025-06-15 19:00:00,32.0,Berth_5,45104,14.02,Rain
VSL_1535,Tanker,172,2025-06-13 06:00:00,0.0,2025-06-13 06:00:00,2025-06-13 17:00:00,11.0,Berth_3,14982,15.39,Windy
